school,major,degree,post_grad_earnings
Pellissippi State Community College,Communications Technology/Technician.,Associate's Degree,35781.0
Pellissippi State Community College,"Computer and Information Sciences, General.",Associate's Degree,54069.0
Pellissippi State Community College,"Engineering Technology, General.",Associate's Degree,59287.0
The University of Tennessee-Chattanooga,Computer Science.,Bachelor's Degree,88444.0
The University of Tennessee-Knoxville,Food Science and Technology.,Bachelor's Degree,79504.0
The University of Tennessee-Knoxville,Computer Science.,Bachelor's Degree,101926.0
The University of Tennessee-Martin,Computer Science.,Bachelor's Degree,69380.0
Tennessee State University,Computer Science.,Bachelor's Degree,61218.0
Tennessee Technological University,Computer Science.,Bachelor's Degree,92817.0
Tennessee Technological University,Computer Engineering.,Bachelor's Degree,105082.0
Tennessee Technological University,"Engineering Technology, General.",Bachelor's Degree,78409.0
Northeast State Community College,"Computer and Information Sciences, General.",Associate's Degree,40464.0
Amarillo College,Computer Programming.,Associate's Degree,58190.0
Angelo State University,"Computer and Information Sciences, General.",Bachelor's Degree,78825.0
The Art Institute of Houston,Computer Software and Media Applications.,Bachelor's Degree,53738.0
Austin Community College District,"Computer and Information Sciences, General.",Associate's Degree,64718.0
Austin Community College District,Computer Programming.,Associate's Degree,73198.0
Austin Community College District,Computer Systems Networking and Telecommunications.,Associate's Degree,70736.0
Baylor University,Computer Science.,Bachelor's Degree,107293.0
Baylor University,Management Information Systems and Services.,Bachelor's Degree,104131.0
Remington College-Dallas Campus,Computer Systems Networking and Telecommunications.,Associate's Degree,41801.0
Remington College-Dallas Campus,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,40824.0
Texas A & M University-Corpus Christi,"Computer and Information Sciences, General.",Bachelor's Degree,93584.0
University of Dallas,Computer/Information Technology Administration and Management.,Master's Degree,143584.0
Texas A & M University-Commerce,"Computer and Information Sciences, General.",Bachelor's Degree,99643.0
Dallas College,Computer Programming.,Undergraduate Certificate or Diploma,64460.0
Dallas College,Computer Programming.,Associate's Degree,53870.0
Dallas College,Data Processing.,Undergraduate Certificate or Diploma,41816.0
Dallas College,Data Processing.,Associate's Degree,38119.0
Dallas College,Computer Systems Networking and Telecommunications.,Undergraduate Certificate or Diploma,65708.0
Dallas College,Computer Systems Networking and Telecommunications.,Associate's Degree,62699.0
Dallas College,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,47817.0
El Paso Community College,"Computer and Information Sciences, General.",Undergraduate Certificate or Diploma,41183.0
El Paso Community College,Computer Science.,Associate's Degree,58105.0
El Paso Community College,Computer/Information Technology Administration and Management.,Associate's Degree,43525.0
El Paso Community College,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,30507.0
Western Technical College,"Computer and Information Sciences, General.",Associate's Degree,40273.0
Western Technical College,Electrical/Electronics Maintenance and Repair Technology.,Associate's Degree,58911.0
Western Technical College,"Computer and Information Sciences, General.",Associate's Degree,40273.0
Western Technical College,Electrical/Electronics Maintenance and Repair Technology.,Associate's Degree,58911.0
Miami International University of Art & Design-Art Institute Dallas,Computer Software and Media Applications.,Bachelor's Degree,57392.0
Hallmark University,"Computer and Information Sciences, General.",Associate's Degree,34688.0
Hallmark University,Computer Systems Networking and Telecommunications.,Associate's Degree,53390.0
Hallmark University,Computer/Information Technology Administration and Management.,Bachelor's Degree,54642.0
University of Houston-Clear Lake,Communications Technology/Technician.,Master's Degree,64303.0
University of Houston-Clear Lake,"Computer and Information Sciences, General.",Bachelor's Degree,56953.0
University of Houston-Clear Lake,Computer Engineering.,Bachelor's Degree,90291.0
University of Houston-Clear Lake,Management Information Systems and Services.,Bachelor's Degree,79997.0
University of Houston-Downtown,"Computer and Information Sciences, General.",Bachelor's Degree,90280.0
University of Houston-Downtown,Computer Engineering Technologies/Technicians.,Bachelor's Degree,81769.0
University of Houston-Downtown,Management Information Systems and Services.,Bachelor's Degree,79853.0
University of Houston-Victoria,"Computer and Information Sciences, General.",Bachelor's Degree,99627.0
University of Houston,"Computer and Information Sciences, General.",Bachelor's Degree,105956.0
University of Houston,Information Science/Studies.,Bachelor's Degree,103467.0
University of Houston,Computer Systems Analysis.,Bachelor's Degree,87354.0
University of Houston,Computer Software and Media Applications.,Bachelor's Degree,55397.0
University of Houston,Computer Engineering Technologies/Technicians.,Bachelor's Degree,71648.0
University of Houston,Biotechnology.,Bachelor's Degree,81038.0
University of Houston,Management Information Systems and Services.,Bachelor's Degree,84336.0
University of the Incarnate Word,"Computer and Information Sciences, General.",Bachelor's Degree,61044.0
Lamar University,Management Information Systems and Services.,Bachelor's Degree,53871.0
Texas A & M International University,Management Information Systems and Services.,Bachelor's Degree,51577.0
Midwestern State University,"Computer and Information Sciences, General.",Bachelor's Degree,90788.0
Southern Careers Institute-Austin,Computer/Information Technology Administration and Management.,Undergraduate Certificate or Diploma,31668.0
Lone Star College System,"Computer and Information Sciences, General.",Undergraduate Certificate or Diploma,46775.0
Lone Star College System,"Computer and Information Sciences, General.",Associate's Degree,50620.0
Lone Star College System,Accounting and Computer Science.,Undergraduate Certificate or Diploma,46602.0
Lone Star College System,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,54727.0
University of North Texas,"Computer and Information Sciences, General.",Bachelor's Degree,102134.0
University of North Texas,Information Science/Studies.,Master's Degree,59432.0
University of North Texas,Information Science/Studies.,Graduate/Professional Certificate,47076.0
University of North Texas,Computer Engineering.,Bachelor's Degree,107903.0
University of North Texas,Management Information Systems and Services.,Bachelor's Degree,96614.0
Odessa College,Electrical/Electronics Maintenance and Repair Technology.,Undergraduate Certificate or Diploma,86071.0
The University of Texas Rio Grande Valley,"Computer and Information Sciences, General.",Bachelor's Degree,60284.0
The University of Texas Rio Grande Valley,Computer Science.,Bachelor's Degree,71629.0
The University of Texas Rio Grande Valley,Computer Engineering.,Bachelor's Degree,87467.0
The University of Texas Rio Grande Valley,Management Information Systems and Services.,Bachelor's Degree,57693.0
Texas Southmost College,"Computer and Information Sciences, General.",Associate's Degree,33233.0
Prairie View A & M University,"Computer and Information Sciences, General.",Bachelor's Degree,83934.0
Prairie View A & M University,Management Information Systems and Services.,Bachelor's Degree,49131.0
Rice University,"Computer and Information Sciences, General.",Bachelor's Degree,213603.0
Sam Houston State University,"Computer and Information Sciences, General.",Bachelor's Degree,97361.0
Sam Houston State University,Management Information Systems and Services.,Bachelor's Degree,67102.0
San Jacinto Community College,"Computer and Information Sciences, General.",Associate's Degree,48357.0
San Jacinto Community College,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,31732.0
South Plains College,"Computer and Information Sciences, General.",Associate's Degree,43542.0
South Plains College,Electrical/Electronics Maintenance and Repair Technology.,Associate's Degree,67350.0
Southern Methodist University,Computer Systems Analysis.,Master's Degree,133925.0
Southern Methodist University,Computer Science.,Bachelor's Degree,116586.0
Southwest Texas Junior College,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,28312.0
Stephen F Austin State University,"Computer and Information Sciences, General.",Bachelor's Degree,76867.0
Texas State University,"Computer and Information Sciences, General.",Bachelor's Degree,88254.0
Texas State University,Computer Science.,Bachelor's Degree,113108.0
Tarleton State University,"Computer and Information Sciences, General.",Bachelor's Degree,52978.0
Tarleton State University,"Engineering Technology, General.",Bachelor's Degree,68766.0
Tarrant County College District,"Computer and Information Sciences, General.",Undergraduate Certificate or Diploma,54842.0
Tarrant County College District,"Computer and Information Sciences, General.",Associate's Degree,54916.0
Tarrant County College District,Computer Systems Networking and Telecommunications.,Undergraduate Certificate or Diploma,72828.0
Texas A & M University-Kingsville,Management Information Systems and Services.,Bachelor's Degree,68215.0
Texas A & M University-College Station,Food Science and Technology.,Bachelor's Degree,70751.0
Texas A & M University-College Station,"Computer and Information Sciences, General.",Bachelor's Degree,114065.0
Texas A & M University-College Station,Information Science/Studies.,Bachelor's Degree,103984.0
Texas A & M University-College Station,Information Science/Studies.,Master's Degree,106083.0
Texas A & M University-College Station,Computer Software and Media Applications.,Bachelor's Degree,57961.0
Texas A & M University-College Station,Computer/Information Technology Administration and Management.,Bachelor's Degree,82337.0
Texas A & M University-College Station,Computer Engineering.,Bachelor's Degree,119310.0
Texas A & M University-College Station,"Engineering Technology, General.",Bachelor's Degree,93526.0
Texas A & M University-College Station,Security Science and Technology.,Bachelor's Degree,64108.0
The University of Texas at Arlington,Information Science/Studies.,Bachelor's Degree,88357.0
The University of Texas at Arlington,Information Science/Studies.,Master's Degree,103700.0
The University of Texas at Arlington,Computer Science.,Bachelor's Degree,107910.0
The University of Texas at Arlington,Computer Engineering.,Bachelor's Degree,116258.0
The University of Texas at Arlington,Management Information Systems and Services.,Bachelor's Degree,70105.0
The University of Texas at Austin,"Computer and Information Sciences, General.",Bachelor's Degree,132436.0
The University of Texas at Austin,Information Science/Studies.,Master's Degree,67442.0
The University of Texas at Austin,Management Information Systems and Services.,Bachelor's Degree,112047.0
The University of Texas at Dallas,"Computer and Information Sciences, General.",Bachelor's Degree,104815.0
The University of Texas at Dallas,"Computer and Information Sciences, General.",Master's Degree,134087.0
The University of Texas at Dallas,Information Science/Studies.,Master's Degree,112970.0
The University of Texas at Dallas,Computer Engineering.,Bachelor's Degree,109387.0
The University of Texas at Dallas,Computer Engineering.,Master's Degree,141848.0
The University of Texas at El Paso,"Computer and Information Sciences, General.",Bachelor's Degree,101825.0
The University of Texas at El Paso,Security Science and Technology.,Bachelor's Degree,63300.0
The University of Texas at El Paso,Management Information Systems and Services.,Bachelor's Degree,55242.0
The University of Texas at Tyler,"Computer and Information Sciences, General.",Bachelor's Degree,63635.0
The University of Texas at San Antonio,"Computer and Information Sciences, General.",Bachelor's Degree,107090.0
The University of Texas at San Antonio,Computer/Information Technology Administration and Management.,Bachelor's Degree,87709.0
The University of Texas at San Antonio,Management Information Systems and Services.,Bachelor's Degree,89324.0
Texas Southern University,"Computer and Information Sciences, General.",Bachelor's Degree,65875.0
Texas Tech University,"Computer and Information Sciences, General.",Bachelor's Degree,106327.0
Texas Tech University,Information Science/Studies.,Bachelor's Degree,93736.0
Texas Tech University,Computer Engineering.,Bachelor's Degree,104343.0
Texas Tech University,"Science, Technology and Society.",Bachelor's Degree,89025.0
Trinity University,"Computer and Information Sciences, General.",Bachelor's Degree,124271.0
The University of Texas Health Science Center at Houston,Medical Illustration and Informatics.,Master's Degree,123632.0
Tyler Junior College,Computer Systems Networking and Telecommunications.,Associate's Degree,43781.0
West Texas A & M University,Computer Science.,Bachelor's Degree,110873.0
West Texas A & M University,Management Information Systems and Services.,Bachelor's Degree,74184.0
Brigham Young University,Food Science and Technology.,Bachelor's Degree,73994.0
Brigham Young University,"Computer and Information Sciences, General.",Bachelor's Degree,123638.0
Brigham Young University,Computer Science.,Bachelor's Degree,124873.0
Brigham Young University,Computer Engineering.,Bachelor's Degree,146934.0
Brigham Young University,"Biomathematics, Bioinformatics, and Computational Biology.",Bachelor's Degree,106705.0
Brigham Young University,Biotechnology.,Bachelor's Degree,68715.0
Brigham Young University,Management Information Systems and Services.,Bachelor's Degree,132772.0
Brigham Young University,Management Information Systems and Services.,Master's Degree,134017.0
Utah Tech University,"Computer and Information Sciences, General.",Bachelor's Degree,86367.0
Southern Utah University,"Computer and Information Sciences, General.",Bachelor's Degree,79081.0
Southern Utah University,Computer Science.,Bachelor's Degree,83405.0
Southern Utah University,"Engineering Technology, General.",Bachelor's Degree,81628.0
Stevens-Henager College,Computer Programming.,Bachelor's Degree,37690.0
Stevens-Henager College,Computer Science.,Associate's Degree,41014.0
Stevens-Henager College,Computer Science.,Bachelor's Degree,59042.0
Stevens-Henager College,Computer Software and Media Applications.,Bachelor's Degree,38129.0
Stevens-Henager College,Computer Programming.,Bachelor's Degree,37690.0
Stevens-Henager College,Computer Science.,Associate's Degree,41014.0
Stevens-Henager College,Computer Science.,Bachelor's Degree,59042.0
Stevens-Henager College,Computer Software and Media Applications.,Bachelor's Degree,38129.0
Utah State University,"Computer and Information Sciences, General.",Bachelor's Degree,105434.0
Utah State University,Information Science/Studies.,Bachelor's Degree,100906.0
Utah State University,Information Science/Studies.,Master's Degree,83007.0
Utah Valley University,Information Science/Studies.,Bachelor's Degree,101604.0
Utah Valley University,Computer Science.,Bachelor's Degree,116313.0
Utah Valley University,Computer Software and Media Applications.,Bachelor's Degree,57240.0
Utah Valley University,Computer Systems Networking and Telecommunications.,Bachelor's Degree,94111.0
Utah Valley University,Computer Engineering.,Bachelor's Degree,100688.0
Utah Valley University,Biotechnology.,Bachelor's Degree,73416.0
Salt Lake Community College,"Computer and Information Sciences, General.",Associate's Degree,83736.0
University of Utah,Information Science/Studies.,Bachelor's Degree,110079.0
University of Utah,Information Science/Studies.,Master's Degree,115541.0
University of Utah,Computer Science.,Bachelor's Degree,116395.0
University of Utah,Computer Software and Media Applications.,Master's Degree,70635.0
Weber State University,"Computer and Information Sciences, General.",Bachelor's Degree,92651.0
Weber State University,Computer Science.,Associate's Degree,96985.0
Weber State University,Computer Science.,Bachelor's Degree,101668.0
Weber State University,Computer Systems Networking and Telecommunications.,Associate's Degree,93451.0
Weber State University,Computer Systems Networking and Telecommunications.,Bachelor's Degree,86601.0
Weber State University,Management Information Systems and Services.,Bachelor's Degree,88576.0
Champlain College,Computer Software and Media Applications.,Bachelor's Degree,78604.0
Champlain College,Computer/Information Technology Administration and Management.,Bachelor's Degree,87419.0
Champlain College,Security Science and Technology.,Bachelor's Degree,89716.0
Norwich University,Information Science/Studies.,Master's Degree,156820.0
Norwich University,"Intelligence, Command Control and Information Operations.",Bachelor's Degree,98404.0
Vermont State University,"Computer and Information Sciences, General.",Bachelor's Degree,64740.0
University of Vermont,Computer Science.,Bachelor's Degree,81636.0
Advanced Technology Institute,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,44860.0
Advanced Technology Institute,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Associate's Degree,54045.0
William & Mary,Computer Science.,Bachelor's Degree,145337.0
Central School of Practical Nursing,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,44291.0
Christopher Newport University,Information Science/Studies.,Bachelor's Degree,88413.0
Christopher Newport University,Computer Science.,Bachelor's Degree,94012.0
Christopher Newport University,Computer Engineering.,Bachelor's Degree,97949.0
Bryant & Stratton College-Virginia Beach,Computer/Information Technology Administration and Management.,Associate's Degree,43408.0
Danville Community College,"Computer and Information Sciences, General.",Associate's Degree,44873.0
Centura College-Virginia Beach,Computer/Information Technology Administration and Management.,Associate's Degree,39070.0
George Mason University,"Computer and Information Sciences, General.",Bachelor's Degree,111615.0
George Mason University,"Computer and Information Sciences, General.",Master's Degree,151577.0
George Mason University,Information Science/Studies.,Master's Degree,149317.0
George Mason University,Computer Science.,Bachelor's Degree,116307.0
George Mason University,Computer Systems Networking and Telecommunications.,Master's Degree,149364.0
George Mason University,Computer Engineering.,Bachelor's Degree,108739.0
George Mason University,Computer Engineering.,Master's Degree,155166.0
George Mason University,Security Science and Technology.,Master's Degree,95510.0
George Mason University,Medical Illustration and Informatics.,Master's Degree,119637.0
Germanna Community College,"Computer and Information Sciences, General.",Associate's Degree,58941.0
J Sargeant Reynolds Community College,"Computer and Information Sciences, General.",Associate's Degree,68850.0
James Madison University,"Computer and Information Sciences, General.",Bachelor's Degree,109603.0
James Madison University,Information Science/Studies.,Bachelor's Degree,111126.0
James Madison University,"Science, Technology and Society.",Bachelor's Degree,80699.0
Liberty University,"Computer and Information Sciences, General.",Bachelor's Degree,116280.0
Liberty University,"Intelligence, Command Control and Information Operations.",Master's Degree,103977.0
Liberty University,Management Information Systems and Services.,Bachelor's Degree,79707.0
Liberty University,Management Information Systems and Services.,Master's Degree,126340.0
Laurel Ridge Community College,"Computer and Information Sciences, General.",Undergraduate Certificate or Diploma,51032.0
Laurel Ridge Community College,"Computer and Information Sciences, General.",Associate's Degree,56941.0
University of Mary Washington,"Computer and Information Sciences, General.",Bachelor's Degree,101708.0
Marymount University,"Computer and Information Sciences, General.",Bachelor's Degree,91788.0
American National University,Computer/Information Technology Administration and Management.,Associate's Degree,44993.0
New River Community College,Electrical/Electronics Maintenance and Repair Technology.,Associate's Degree,67321.0
Tidewater Tech-Trades,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,43957.0
Northern Virginia Community College,"Computer and Information Sciences, General.",Associate's Degree,73013.0
Northern Virginia Community College,Computer Science.,Associate's Degree,85960.0
Northern Virginia Community College,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Associate's Degree,47384.0
Old Dominion University,"Computer and Information Sciences, General.",Bachelor's Degree,96414.0
Old Dominion University,Computer Engineering.,Bachelor's Degree,109053.0
Old Dominion University,Management Information Systems and Services.,Bachelor's Degree,69560.0
Patrick & Henry Community College,Electrical/Electronics Maintenance and Repair Technology.,Associate's Degree,50171.0
Radford University,Information Science/Studies.,Bachelor's Degree,84423.0
Radford University,Computer Science.,Bachelor's Degree,95921.0
Fortis College-Norfolk,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,38095.0
University of Richmond,"Computer and Information Sciences, General.",Bachelor's Degree,121774.0
Southside Virginia Community College,"Computer and Information Sciences, General.",Associate's Degree,37115.0
Strayer University-Virginia,"Computer and Information Sciences, General.",Bachelor's Degree,83581.0
Strayer University-Virginia,Information Science/Studies.,Bachelor's Degree,87437.0
Strayer University-Virginia,Information Science/Studies.,Master's Degree,94667.0
Strayer University-Virginia,Computer/Information Technology Administration and Management.,Associate's Degree,58656.0
Virginia Peninsula Community College,"Computer and Information Sciences, General.",Associate's Degree,70215.0
Tidewater Community College,"Computer and Information Sciences, General.",Associate's Degree,42942.0
Virginia Polytechnic Institute and State University,Food Science and Technology.,Bachelor's Degree,66527.0
Virginia Polytechnic Institute and State University,"Computer and Information Sciences, General.",Bachelor's Degree,135082.0
Virginia Polytechnic Institute and State University,"Computer and Information Sciences and Support Services, Other.",Master's Degree,137783.0
Virginia Polytechnic Institute and State University,Computer Engineering.,Bachelor's Degree,123589.0
Virginia Western Community College,"Computer and Information Sciences, General.",Associate's Degree,50094.0
Virginia Commonwealth University,"Computer and Information Sciences, General.",Bachelor's Degree,117373.0
Virginia Commonwealth University,Information Science/Studies.,Bachelor's Degree,86853.0
Virginia Commonwealth University,Information Science/Studies.,Master's Degree,125277.0
Virginia Commonwealth University,Security Science and Technology.,Bachelor's Degree,58080.0
Virginia Commonwealth University,Security Science and Technology.,Master's Degree,69643.0
University of Virginia-Main Campus,"Computer and Information Sciences, General.",Bachelor's Degree,160993.0
University of Virginia-Main Campus,Computer Software and Media Applications.,Master's Degree,170198.0
University of Virginia-Main Campus,Computer Engineering.,Bachelor's Degree,139318.0
Virginia State University,Computer Engineering Technologies/Technicians.,Bachelor's Degree,90563.0
Virginia Union University,"Computer and Information Sciences, General.",Bachelor's Degree,47180.0
Bellingham Technical College,Computer Systems Networking and Telecommunications.,Associate's Degree,53219.0
Central Washington University,"Computer and Information Sciences, General.",Bachelor's Degree,73779.0
Central Washington University,Computer Science.,Bachelor's Degree,106796.0
Clark College,Data Entry/Microcomputer Applications.,Associate's Degree,46835.0
Clover Park Technical College,Computer/Information Technology Administration and Management.,Associate's Degree,64985.0
Clover Park Technical College,"Engineering Technology, General.",Undergraduate Certificate or Diploma,50821.0
Eastern Washington University,"Computer and Information Sciences, General.",Bachelor's Degree,98485.0
Eastern Washington University,Computer Software and Media Applications.,Bachelor's Degree,43920.0
Eastern Washington University,Management Information Systems and Services.,Bachelor's Degree,64600.0
Pierce College District,Computer Systems Networking and Telecommunications.,Associate's Degree,58983.0
Gonzaga University,Computer Science.,Bachelor's Degree,114331.0
Lake Washington Institute of Technology,Computer Software and Media Applications.,Associate's Degree,48869.0
Lake Washington Institute of Technology,Computer Systems Networking and Telecommunications.,Associate's Degree,66282.0
Lower Columbia College,Computer/Information Technology Administration and Management.,Associate's Degree,41276.0
Perry Technical Institute,Electrical/Electronics Maintenance and Repair Technology.,Undergraduate Certificate or Diploma,76235.0
Perry Technical Institute,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,71486.0
Pacific Lutheran University,"Computer and Information Sciences, General.",Bachelor's Degree,105430.0
University of Puget Sound,Computer Science.,Bachelor's Degree,101929.0
Seattle University,Computer Science.,Bachelor's Degree,132713.0
Spokane Falls Community College,Computer/Information Technology Administration and Management.,Associate's Degree,52615.0
Tacoma Community College,Computer Systems Networking and Telecommunications.,Associate's Degree,53305.0
Walla Walla Community College,Food Science and Technology.,Associate's Degree,46218.0
Washington State University,Food Science and Technology.,Bachelor's Degree,70646.0
Washington State University,Computer Science.,Bachelor's Degree,108566.0
Washington State University,Computer Engineering.,Bachelor's Degree,110492.0
Washington State University,Management Information Systems and Services.,Bachelor's Degree,81392.0
University of Washington-Seattle Campus,Architectural Sciences and Technology.,Bachelor's Degree,111996.0
University of Washington-Seattle Campus,"Computer and Information Sciences, General.",Bachelor's Degree,121341.0
University of Washington-Seattle Campus,"Computer and Information Sciences, General.",Master's Degree,202642.0
University of Washington-Seattle Campus,Information Science/Studies.,Master's Degree,178595.0
University of Washington-Seattle Campus,Computer Science.,Bachelor's Degree,162117.0
University of Washington-Seattle Campus,Computer Software and Media Applications.,Bachelor's Degree,55787.0
University of Washington-Seattle Campus,Computer/Information Technology Administration and Management.,Master's Degree,172771.0
University of Washington-Seattle Campus,Computer Engineering.,Bachelor's Degree,223690.0
University of Washington-Seattle Campus,Human Computer Interaction.,Bachelor's Degree,142527.0
University of Washington-Seattle Campus,Management Information Systems and Services.,Bachelor's Degree,114328.0
Western Washington University,"Computer and Information Sciences, General.",Bachelor's Degree,129264.0
Western Washington University,Management Information Systems and Services.,Bachelor's Degree,87563.0
Whatcom Community College,Computer/Information Technology Administration and Management.,Associate's Degree,59218.0
Whitworth University,Computer Science.,Bachelor's Degree,109771.0
Cabell County Career Technology Center,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",Undergraduate Certificate or Diploma,40896.0
Glenville State University,Security Science and Technology.,Bachelor's Degree,46509.0
Marshall University,Computer Systems Analysis.,Bachelor's Degree,68707.0
Marshall University,Security Science and Technology.,Master's Degree,68221.0
Shepherd University,"Computer and Information Sciences, General.",Bachelor's Degree,79302.0
West Virginia University Institute of Technology,Computer Engineering.,Bachelor's Degree,99140.0
West Virginia University Institute of Technology,Security Science and Technology.,Bachelor's Degree,55315.0
West Virginia Junior College-Charleston,"Computer and Information Sciences, General.",Associate's Degree,33852.0
West Virginia Junior College-Morgantown,"Computer and Information Sciences, General.",Associate's Degree,45481.0
West Virginia Northern Community College,"Computer and Information Sciences, General.",Associate's Degree,32611.0
West Virginia University,Computer Science.,Bachelor's Degree,95524.0
West Virginia University,Computer Engineering.,Bachelor's Degree,99140.0
West Virginia University,Security Science and Technology.,Bachelor's Degree,55315.0
West Virginia University,Management Information Systems and Services.,Bachelor's Degree,95160.0
Beloit College,"Science, Technology and Society.",Bachelor's Degree,55146.0
Concordia University-Wisconsin,Computer Science.,Bachelor's Degree,69530.0
Fox Valley Technical College,Computer Programming.,Associate's Degree,74964.0
Fox Valley Technical College,Computer Systems Networking and Telecommunications.,Associate's Degree,59359.0
Fox Valley Technical College,Computer/Information Technology Administration and Management.,Associate's Degree,52085.0
Gateway Technical College,Computer Systems Networking and Telecommunications.,Associate's Degree,50095.0
Gateway Technical College,Computer/Information Technology Administration and Management.,Associate's Degree,50870.0
Lakeland University,"Computer and Information Sciences, General.",Bachelor's Degree,75642.0
Marquette University,"Computer and Information Sciences, General.",Bachelor's Degree,96813.0
Marquette University,Computer Engineering.,Bachelor's Degree,98099.0
Milwaukee Area Technical College,Computer Systems Networking and Telecommunications.,Associate's Degree,58674.0
Milwaukee Area Technical College,Computer/Information Technology Administration and Management.,Undergraduate Certificate or Diploma,54871.0
Milwaukee Area Technical College,Computer/Information Technology Administration and Management.,Associate's Degree,58066.0
Milwaukee School of Engineering,Computer Engineering.,Bachelor's Degree,99744.0
Milwaukee School of Engineering,Management Information Systems and Services.,Bachelor's Degree,84381.0
Moraine Park Technical College,Computer Software and Media Applications.,Undergraduate Certificate or Diploma,57170.0
Moraine Park Technical College,Computer Systems Networking and Telecommunications.,Associate's Degree,52249.0
Moraine Park Technical College,"Computer and Information Sciences and Support Services, Other.",Associate's Degree,53522.0
Northcentral Technical College,Computer Programming.,Undergraduate Certificate or Diploma,65188.0
Northcentral Technical College,Computer Programming.,Associate's Degree,58764.0
Northcentral Technical College,Computer Software and Media Applications.,Undergraduate Certificate or Diploma,59970.0
Northcentral Technical College,Computer Systems Networking and Telecommunications.,Associate's Degree,63405.0
Northcentral Technical College,Computer/Information Technology Administration and Management.,Undergraduate Certificate or Diploma,54446.0
Northcentral Technical College,"Computer and Information Sciences and Support Services, Other.",Associate's Degree,53156.0
Northeast Wisconsin Technical College,Computer Software and Media Applications.,Associate's Degree,36838.0
Northeast Wisconsin Technical College,Computer Systems Networking and Telecommunications.,Associate's Degree,62657.0
Northeast Wisconsin Technical College,"Computer and Information Sciences and Support Services, Other.",Associate's Degree,52404.0
Southwest Wisconsin Technical College,Computer Systems Networking and Telecommunications.,Associate's Degree,59310.0
Chippewa Valley Technical College,Computer Programming.,Associate's Degree,62722.0
Chippewa Valley Technical College,Computer Systems Networking and Telecommunications.,Associate's Degree,61304.0
Waukesha County Technical College,Computer Programming.,Associate's Degree,69015.0
Waukesha County Technical College,Computer Systems Networking and Telecommunications.,Associate's Degree,64721.0
Western Technical College,Computer Systems Networking and Telecommunications.,Associate's Degree,63992.0
Western Technical College,Computer Engineering Technologies/Technicians.,Associate's Degree,73717.0
University of Wisconsin-Whitewater,"Computer and Information Sciences, General.",Bachelor's Degree,93941.0
Northwood Technical College,"Computer and Information Sciences, General.",Associate's Degree,48909.0
University of Wisconsin-Eau Claire,"Computer and Information Sciences, General.",Bachelor's Degree,103420.0
University of Wisconsin-Eau Claire,Management Information Systems and Services.,Bachelor's Degree,85644.0
University of Wisconsin-Green Bay,Computer Science.,Bachelor's Degree,83962.0
University of Wisconsin-La Crosse,"Computer and Information Sciences, General.",Bachelor's Degree,96251.0
University of Wisconsin-La Crosse,Management Information Systems and Services.,Bachelor's Degree,73916.0
Herzing University-Madison,Computer Programming.,Bachelor's Degree,82894.0
Herzing University-Madison,Computer Software and Media Applications.,Bachelor's Degree,49383.0
Herzing University-Madison,Computer Systems Networking and Telecommunications.,Undergraduate Certificate or Diploma,53940.0
Herzing University-Madison,Computer Systems Networking and Telecommunications.,Associate's Degree,50860.0
Herzing University-Madison,Computer/Information Technology Administration and Management.,Bachelor's Degree,70181.0
University of Wisconsin-Stout,"Computer and Information Sciences, General.",Bachelor's Degree,80831.0
University of Wisconsin-Stout,Computer Software and Media Applications.,Bachelor's Degree,78990.0
University of Wisconsin-Stout,Computer Systems Networking and Telecommunications.,Bachelor's Degree,91351.0
